txn_id,account_id,txn_date,ingestion_date,amount,currency,txn_type,status
txn_005893,acc_605,2025-01-03,2025-01-04,-9951.1,['EUR'],REFUND,OK
txn_004038,acc_947,2025-01-03,2025-01-03,61.29,['EUR'],TRANSFER,PENDING
txn_008701,acc_427,2025-01-03,2025-01-03,-40.67,['EUR'],WITHDRAWAL,COMPLETED
txn_000966,acc_428,2025-01-03,2025-01-03,1360.53,['EUR'],DEPOSIT,SETTLED
txn_006598,acc_703,2025-01-03,2025-01-04,1429.89,['EUR'],PAYMENT,PENDING
txn_006622,acc_787,2025-01-03,2025-01-03,3.68,['EUR'],PAYMENT,SETTLED
txn_002245,acc_397,2025-01-03,2025-01-03,-826.12,['EUR'],TRANSFER,COMPLETED
txn_001139,acc_405,2025-01-03,2025-01-03,18.0,['EUR'],DEPOSIT,COMPLETED
txn_006540,acc_101,2025-01-03,2025-01-03,-949.68,['EUR'],WITHDRAWAL,COMPLETED
txn_000647,acc_321,2025-01-03,2025-01-03,22.93,['EUR'],PAYMENT,SETTLED
txn_001220,acc_924,2025-01-03,2025-01-04,-18.18,['EUR'],WITHDRAWAL,FAILED
txn_005373,acc_928,2025-01-03,2025-01-03,17.07,['EUR'],PAYMENT,COMPLETED
txn_006595,acc_292,2025-01-03,2025-01-05,88.47,['EUR'],CARD,SETTLED
txn_003884,acc_190,2025-01-04,2025-01-04,42.38,['EUR'],PAYMENT,SETTLED
txn_005138,acc_122,2025-01-04,2025-01-05,34.23,['EUR'],PAYMENT,SETTLED
txn_009080,acc_461,2025-01-04,2025-01-04,-470.59,['EUR'],FEE,FAILED
txn_008208,acc_387,2025-01-04,2025-01-04,335.54,['EUR'],PAYMENT,SETTLED
txn_006344,acc_066,2025-01-04,2025-01-04,69.42,['EUR'],CARD,SETTLED
txn_003147,acc_501,2025-01-04,2025-01-04,-972.5,['EUR'],REFUND,COMPLETED
txn_001427,acc_732,2025-01-04,2025-01-05,-53.9,['EUR'],REFUND,COMPLETED
txn_009015,acc_086,2025-01-04,2025-01-04,-448.87,['EUR'],REFUND,SETTLED
txn_001328,acc_067,2025-01-04,2025-01-04,162.99,['EUR'],TRANSFER,SETTLED
txn_007107,acc_959,2025-01-04,2025-01-04,41.63,['EUR'],PAYMENT,COMPLETED
txn_006847,acc_445,2025-01-04,2025-01-05,906.44,['EUR'],PAYMENT,SETTLED
txn_000835,acc_251,2025-01-04,2025-01-05,350.3,['EUR'],PAYMENT,SETTLED
txn_004634,acc_180,2025-01-04,2025-01-07,-410.23,['EUR'],WITHDRAWAL,SETTLED
txn_007321,acc_450,2025-01-04,2025-01-04,-73.63,['EUR'],WITHDRAWAL,SETTLED
txn_006863,acc_416,2025-01-04,2025-01-05,858.77,['EUR'],CARD,FAILED
txn_001654,acc_825,2025-01-04,2025-01-04,69.09,['EUR'],CARD,COMPLETED
txn_003961,acc_549,2025-01-04,2025-01-05,9314.72,['EUR'],TRANSFER,SETTLED
txn_005070,acc_620,2025-01-04,2025-01-04,-15.54,['EUR'],WITHDRAWAL,COMPLETED
txn_006879,acc_451,2025-01-04,2025-01-04,-49.71,['EUR'],FEE,COMPLETED
txn_005577,acc_297,2025-01-04,2025-01-04,-953.27,['EUR'],REFUND,CANCELLED
txn_008712,acc_481,2025-01-04,2025-01-04,817.6,['EUR'],PAYMENT,SETTLED
txn_006781,acc_035,2025-01-04,2025-01-05,-20.53,['EUR'],REFUND,COMPLETED
txn_008826,acc_697,2025-01-04,2025-01-04,-75.96,['EUR'],FEE,SETTLED
txn_003657,acc_054,2025-01-04,2025-01-04,-45.19,['EUR'],WITHDRAWAL,PENDING
txn_000679,acc_592,2025-01-04,2025-01-04,52.46,['EUR'],DEPOSIT,SETTLED
txn_005999,acc_572,2025-01-04,2025-01-04,1.16,['EUR'],DEPOSIT,SETTLED
txn_007008,acc_245,2025-01-04,2025-01-04,-17.67,['EUR'],WITHDRAWAL,CANCELLED
txn_003851,acc_811,2025-01-04,2025-01-04,3603.41,['EUR'],PAYMENT,SETTLED
txn_005371,acc_770,2025-01-04,2025-01-04,-81.74,['EUR'],REFUND,SETTLED
txn_006976,acc_798,2025-01-04,2025-01-04,43.73,['EUR'],DEPOSIT,PENDING
txn_008194,acc_069,2025-01-04,2025-01-04,8604.08,['EUR'],CARD,SETTLED
txn_009972,acc_198,2025-01-04,2025-01-04,-26.96,['EUR'],REFUND,SETTLED
txn_003484,acc_547,2025-01-04,2025-01-04,-83.22,['EUR'],WITHDRAWAL,COMPLETED
txn_001355,acc_682,2025-01-04,2025-01-05,98.77,['EUR'],CARD,COMPLETED
txn_009020,acc_035,2025-01-04,2025-01-04,-54.59,['EUR'],WITHDRAWAL,COMPLETED
txn_000705,acc_783,2025-01-04,2025-01-04,-962.19,['EUR'],FEE,COMPLETED
txn_002766,acc_779,2025-01-04,2025-01-04,5831.65,['EUR'],CARD,COMPLETED
txn_004815,acc_417,2025-01-04,2025-01-04,-54.16,['EUR'],FEE,COMPLETED
txn_002761,acc_712,2025-01-05,2025-01-05,-4829.46,['EUR'],FEE,COMPLETED
txn_006065,acc_373,2025-01-05,2025-01-05,-2407.96,['EUR'],REFUND,COMPLETED
txn_001623,acc_609,2025-01-05,2025-01-05,47.91,['EUR'],CARD,COMPLETED
txn_005448,acc_144,2025-01-05,2025-01-05,7649.93,['EUR'],PAYMENT,COMPLETED
txn_001840,acc_163,2025-01-05,2025-01-05,34.14,['EUR'],PAYMENT,CANCELLED
txn_001962,acc_231,2025-01-05,2025-01-05,-15.9,['EUR'],FEE,COMPLETED
txn_004778,acc_899,2025-01-05,2025-01-05,-896.27,['EUR'],TRANSFER,COMPLETED
txn_007541,acc_750,2025-01-05,2025-01-05,13.73,['EUR'],PAYMENT,COMPLETED
txn_001588,acc_327,2025-01-05,2025-01-05,-745.12,['EUR'],TRANSFER,SETTLED
txn_001378,acc_552,2025-01-05,2025-01-06,-384.33,['EUR'],FEE,CANCELLED
txn_003839,acc_488,2025-01-05,2025-01-05,-5.24,['EUR'],REFUND,FAILED
txn_000432,acc_713,2025-01-05,2025-01-05,-12.94,['EUR'],FEE,COMPLETED
txn_000735,acc_785,2025-01-05,2025-01-05,30.0,['EUR'],TRANSFER,SETTLED
txn_005932,acc_994,2025-01-05,2025-01-05,282.05,['EUR'],PAYMENT,COMPLETED
txn_008114,acc_028,2025-01-05,2025-01-06,-81.37,['EUR'],WITHDRAWAL,COMPLETED
txn_001635,acc_511,2025-01-05,2025-01-08,2324.18,['EUR'],PAYMENT,COMPLETED
txn_002665,acc_591,2025-01-05,2025-01-05,-983.79,['EUR'],TRANSFER,COMPLETED
txn_003284,acc_302,2025-01-05,2025-01-05,-62.36,['EUR'],FEE,SETTLED
txn_009915,acc_813,2025-01-05,2025-01-06,83.5,['EUR'],PAYMENT,PENDING
txn_008486,acc_002,2025-01-05,2025-01-05,873.65,['EUR'],DEPOSIT,COMPLETED
txn_009140,acc_567,2025-01-05,2025-01-05,44.79,['EUR'],CARD,COMPLETED
txn_000700,acc_718,2025-01-05,2025-01-06,323.43,['EUR'],CARD,COMPLETED
txn_006291,acc_590,2025-01-05,2025-01-06,-345.85,['EUR'],TRANSFER,PENDING
txn_008572,acc_082,2025-01-05,2025-01-05,82.27,['EUR'],TRANSFER,COMPLETED
txn_007305,acc_381,2025-01-05,2025-01-05,64.38,['EUR'],TRANSFER,COMPLETED
txn_007964,acc_034,2025-01-05,2025-01-07,-665.95,['EUR'],TRANSFER,SETTLED
txn_002363,acc_647,2025-01-05,2025-01-05,-34.95,['EUR'],WITHDRAWAL,COMPLETED
txn_008604,acc_518,2025-01-06,2025-01-06,247.56,['EUR'],PAYMENT,COMPLETED
txn_006495,acc_703,2025-01-06,2025-01-06,47.57,['EUR'],PAYMENT,COMPLETED
txn_004980,acc_406,2025-01-06,2025-01-06,87.82,['EUR'],PAYMENT,SETTLED
txn_009602,acc_043,2025-01-06,2025-01-06,1.68,['EUR'],DEPOSIT,COMPLETED
txn_006161,acc_486,2025-01-06,2025-01-06,7833.43,['EUR'],PAYMENT,COMPLETED
txn_008551,acc_626,2025-01-06,2025-01-06,-4458.0,['EUR'],FEE,PENDING
txn_001694,acc_233,2025-01-06,2025-01-06,-75.5,['EUR'],FEE,PENDING
txn_008959,acc_983,2025-01-06,2025-01-06,89.5,['EUR'],DEPOSIT,COMPLETED
txn_004830,acc_676,2025-01-06,2025-01-06,-902.05,['EUR'],TRANSFER,CANCELLED
txn_009425,acc_985,2025-01-06,2025-01-06,7978.43,['EUR'],TRANSFER,PENDING
txn_001027,acc_773,2025-01-06,2025-01-08,-13.26,['EUR'],WITHDRAWAL,COMPLETED
txn_006226,acc_810,2025-01-06,2025-01-13,149.72,['EUR'],PAYMENT,COMPLETED
txn_004651,acc_463,2025-01-06,2025-01-06,24.82,['EUR'],CARD,COMPLETED
txn_005175,acc_502,2025-01-06,2025-01-06,76.09,['EUR'],PAYMENT,PENDING
txn_002179,acc_306,2025-01-06,2025-01-06,15.26,['EUR'],CARD,COMPLETED
txn_000101,acc_530,2025-01-06,2025-01-06,1770.52,['EUR'],PAYMENT,COMPLETED
txn_007661,acc_327,2025-01-06,2025-01-07,23.43,['EUR'],PAYMENT,COMPLETED
txn_002555,acc_210,2025-01-06,2025-01-06,909.2,['EUR'],TRANSFER,COMPLETED
txn_001425,acc_986,2025-01-06,2025-01-06,7093.3,['EUR'],PAYMENT,COMPLETED
txn_008783,acc_844,2025-01-06,2025-01-06,47.39,['EUR'],PAYMENT,FAILED
txn_004389,acc_474,2025-01-06,2025-01-06,-12.67,['EUR'],REFUND,CANCELLED
txn_009908,acc_871,2025-01-06,2025-01-06,-53.78,['EUR'],WITHDRAWAL,SETTLED
txn_006446,acc_943,2025-01-06,2025-01-07,-1888.44,['EUR'],WITHDRAWAL,PENDING
txn_005428,acc_215,2025-01-06,2025-01-06,-966.38,['EUR'],REFUND,COMPLETED
txn_000017,acc_697,2025-01-06,2025-01-07,-713.54,['EUR'],WITHDRAWAL,PENDING
txn_007319,acc_647,2025-01-06,2025-01-06,70.05,['EUR'],DEPOSIT,COMPLETED
txn_005713,acc_370,2025-01-06,2025-01-06,75.39,['EUR'],CARD,PENDING
txn_003237,acc_348,2025-01-06,2025-01-06,60.89,['EUR'],CARD,COMPLETED
txn_002864,acc_162,2025-01-06,2025-01-06,783.59,['EUR'],PAYMENT,CANCELLED
txn_003191,acc_255,2025-01-06,2025-01-06,-5793.74,['EUR'],FEE,SETTLED
txn_006813,acc_555,2025-01-07,2025-01-07,-6911.23,['EUR'],FEE,COMPLETED
txn_000375,acc_299,2025-01-07,2025-01-09,78.14,['EUR'],PAYMENT,CANCELLED
txn_002202,acc_222,2025-01-07,2025-01-07,-874.32,['EUR'],TRANSFER,CANCELLED
txn_000522,acc_806,2025-01-07,2025-01-07,-628.82,['EUR'],FEE,COMPLETED
txn_004480,acc_900,2025-01-07,2025-01-07,-7.51,['EUR'],REFUND,COMPLETED
txn_000442,acc_370,2025-01-07,2025-01-07,-2187.85,['EUR'],FEE,PENDING
txn_000456,acc_251,2025-01-07,2025-01-08,37.03,['EUR'],TRANSFER,CANCELLED
txn_002020,acc_104,2025-01-07,2025-01-07,-536.99,['EUR'],WITHDRAWAL,COMPLETED
txn_003764,acc_414,2025-01-07,2025-01-07,19.28,['EUR'],CARD,COMPLETED
txn_006748,acc_330,2025-01-07,2025-01-07,-87.64,['EUR'],REFUND,COMPLETED
txn_009250,acc_504,2025-01-07,2025-01-07,97.46,['EUR'],DEPOSIT,SETTLED
txn_008017,acc_731,2025-01-07,2025-01-10,99.18,['EUR'],DEPOSIT,PENDING
txn_007186,acc_002,2025-01-07,2025-01-08,-69.76,['EUR'],WITHDRAWAL,COMPLETED
txn_008957,acc_464,2025-01-07,2025-01-07,-55.04,['EUR'],REFUND,COMPLETED
txn_004132,acc_512,2025-01-07,2025-01-07,-99.12,['EUR'],REFUND,COMPLETED
txn_002785,acc_037,2025-01-07,2025-01-07,-876.9,['EUR'],FEE,SETTLED
txn_005431,acc_645,2025-01-07,2025-01-10,-20.73,['EUR'],TRANSFER,COMPLETED
txn_001816,acc_622,2025-01-07,2025-01-07,65.07,['EUR'],PAYMENT,COMPLETED
txn_007351,acc_716,2025-01-07,2025-01-07,-63.93,['EUR'],WITHDRAWAL,SETTLED
txn_002907,acc_131,2025-01-07,2025-01-08,21.58,['EUR'],CARD,COMPLETED
txn_006653,acc_783,2025-01-07,2025-01-07,-44.78,['EUR'],REFUND,COMPLETED
txn_005382,acc_745,2025-01-07,2025-01-07,88.26,['EUR'],PAYMENT,CANCELLED
txn_003234,acc_153,2025-01-07,2025-01-09,45.42,['EUR'],PAYMENT,COMPLETED
txn_003319,acc_215,2025-01-07,2025-01-07,-93.74,['EUR'],FEE,COMPLETED
txn_001714,acc_128,2025-01-07,2025-01-07,-66.42,['EUR'],FEE,COMPLETED
txn_004917,acc_115,2025-01-07,2025-01-07,93.09,['EUR'],PAYMENT,FAILED
txn_008669,acc_239,2025-01-07,2025-01-07,53.88,['EUR'],DEPOSIT,COMPLETED
txn_001622,acc_683,2025-01-07,2025-01-07,-34.07,['EUR'],TRANSFER,FAILED
txn_001627,acc_848,2025-01-07,2025-01-08,-71.31,['EUR'],WITHDRAWAL,PENDING
txn_003846,acc_549,2025-01-07,2025-01-07,33.35,['EUR'],TRANSFER,COMPLETED
txn_000615,acc_762,2025-01-07,2025-01-07,-62.44,['EUR'],FEE,FAILED
txn_000833,acc_470,2025-01-07,2025-01-08,-50.37,['EUR'],FEE,COMPLETED
txn_002160,acc_445,2025-01-08,2025-01-08,695.59,['EUR'],TRANSFER,SETTLED
txn_008324,acc_196,2025-01-08,2025-01-09,-70.64,['EUR'],FEE,COMPLETED
txn_003861,acc_327,2025-01-08,2025-01-09,-597.29,['EUR'],REFUND,CANCELLED
txn_003221,acc_850,2025-01-08,2025-01-08,24.02,['EUR'],CARD,SETTLED
txn_009176,acc_705,2025-01-08,2025-01-10,68.83,['EUR'],TRANSFER,PENDING
txn_005973,acc_472,2025-01-08,2025-01-09,7.7,['EUR'],CARD,SETTLED
txn_000108,acc_726,2025-01-08,2025-01-08,28.16,['EUR'],CARD,SETTLED
txn_002082,acc_047,2025-01-08,2025-01-08,2854.27,['EUR'],PAYMENT,COMPLETED
txn_000866,acc_982,2025-01-08,2025-01-08,-562.65,['EUR'],TRANSFER,SETTLED
txn_003331,acc_690,2025-01-08,2025-01-09,-594.14,['EUR'],FEE,COMPLETED
txn_007530,acc_119,2025-01-08,2025-01-08,7.53,['EUR'],DEPOSIT,COMPLETED
txn_000444,acc_269,2025-01-08,2025-01-08,-92.34,['EUR'],FEE,COMPLETED
txn_003180,acc_949,2025-01-08,2025-01-08,-58.48,['EUR'],REFUND,CANCELLED
txn_000817,acc_948,2025-01-08,2025-01-08,41.89,['EUR'],PAYMENT,SETTLED
txn_005576,acc_473,2025-01-08,2025-01-08,-210.63,['EUR'],FEE,OK
txn_000742,acc_506,2025-01-08,2025-01-15,-42.6,['EUR'],FEE,PENDING
txn_000750,acc_172,2025-01-08,2025-01-08,626.23,['EUR'],DEPOSIT,PENDING
txn_006145,acc_680,2025-01-08,2025-01-08,-1.15,['EUR'],REFUND,SETTLED
txn_007196,acc_324,2025-01-08,2025-01-08,-607.3,['EUR'],REFUND,COMPLETED
txn_007195,acc_840,2025-01-08,2025-01-08,77.71,['EUR'],CARD,SETTLED
txn_008962,acc_223,2025-01-08,2025-01-08,29.29,['EUR'],PAYMENT,PENDING
txn_009686,acc_073,2025-01-08,2025-01-08,-4351.02,['EUR'],FEE,COMPLETED
txn_009329,acc_026,2025-01-08,2025-01-09,324.97,['EUR'],PAYMENT,COMPLETED
txn_001695,acc_895,2025-01-08,2025-01-08,831.36,['EUR'],CARD,COMPLETED
txn_004554,acc_149,2025-01-08,2025-01-08,97.73,['EUR'],PAYMENT,SETTLED
txn_008911,acc_755,2025-01-08,2025-01-08,50.91,['EUR'],CARD,SETTLED
txn_004943,acc_194,2025-01-08,2025-01-09,770.52,['EUR'],CARD,PENDING
txn_006484,acc_544,2025-01-08,2025-01-08,-478.41,['EUR'],FEE,COMPLETED
txn_005461,acc_237,2025-01-08,2025-01-08,-33.3,['EUR'],FEE,COMPLETED
txn_006819,acc_314,2025-01-08,2025-01-09,-536.27,['EUR'],REFUND,SETTLED
txn_006652,acc_944,2025-01-08,2025-01-08,5687.68,['EUR'],PAYMENT,CANCELLED
txn_003760,acc_498,2025-01-08,2025-01-08,169.85,['EUR'],DEPOSIT,COMPLETED
txn_001524,acc_147,2025-01-08,2025-01-09,-378.59,['EUR'],FEE,OK
txn_007891,acc_397,2025-01-08,2025-01-11,-72.28,['EUR'],TRANSFER,COMPLETED
txn_009115,acc_470,2025-01-09,2025-01-09,23.34,['EUR'],CARD,COMPLETED
txn_006623,acc_265,2025-01-09,2025-01-09,-78.04,['EUR'],TRANSFER,CANCELLED
txn_009664,acc_514,2025-01-09,2025-01-09,-63.54,['EUR'],TRANSFER,FAILED
txn_007798,acc_016,2025-01-09,2025-01-09,-879.03,['EUR'],TRANSFER,COMPLETED
txn_003134,acc_934,2025-01-09,2025-01-09,-4216.93,['EUR'],REFUND,COMPLETED
txn_009618,acc_047,2025-01-09,2025-01-09,-7793.16,['EUR'],REFUND,COMPLETED
txn_001868,acc_458,2025-01-09,2025-01-10,-63.96,['EUR'],WITHDRAWAL,COMPLETED
txn_001135,acc_117,2025-01-09,2025-01-09,-516.59,['EUR'],FEE,COMPLETED
txn_006255,acc_722,2025-01-09,2025-01-09,-66.69,['EUR'],REFUND,COMPLETED
txn_009633,acc_542,2025-01-09,2025-01-09,-86.92,['EUR'],TRANSFER,SETTLED
txn_004075,acc_418,2025-01-09,2025-01-09,58.87,['EUR'],PAYMENT,CANCELLED
txn_005285,acc_645,2025-01-09,2025-01-10,-345.38,['EUR'],REFUND,SETTLED
txn_008370,acc_779,2025-01-09,2025-01-10,10.05,['EUR'],DEPOSIT,COMPLETED
txn_003504,acc_246,2025-01-09,2025-01-09,510.66,['EUR'],PAYMENT,PENDING
txn_000937,acc_038,2025-01-09,2025-01-09,34.43,['EUR'],PAYMENT,COMPLETED
txn_007120,acc_445,2025-01-09,2025-01-10,-73.78,['EUR'],WITHDRAWAL,COMPLETED
txn_000238,acc_648,2025-01-09,2025-01-09,-24.95,['EUR'],TRANSFER,COMPLETED
txn_003307,acc_994,2025-01-09,2025-01-10,-69.4,['EUR'],FEE,COMPLETED
txn_003047,acc_094,2025-01-09,2025-01-10,17.14,['EUR'],TRANSFER,COMPLETED
txn_006762,acc_119,2025-01-09,2025-01-09,-274.96,['EUR'],FEE,PENDING
txn_002423,acc_800,2025-01-09,2025-01-10,49.1,['EUR'],TRANSFER,COMPLETED
txn_005803,acc_646,2025-01-09,2025-01-09,-279.29,['EUR'],TRANSFER,CANCELLED
txn_009464,acc_464,2025-01-09,2025-01-09,54.58,['EUR'],CARD,COMPLETED
txn_003822,acc_139,2025-01-09,2025-01-12,-46.93,['EUR'],FEE,COMPLETED
txn_009540,acc_783,2025-01-10,2025-01-10,927.81,['EUR'],CARD,COMPLETED
txn_008570,acc_812,2025-01-10,2025-01-10,-75.41,['EUR'],FEE,COMPLETED
txn_006489,acc_714,2025-01-10,2025-01-10,-37.48,['EUR'],REFUND,COMPLETED
txn_006082,acc_332,2025-01-10,2025-01-10,-80.84,['EUR'],WITHDRAWAL,FAILED
txn_002550,acc_569,2025-01-10,2025-01-11,771.28,['EUR'],DEPOSIT,SETTLED
txn_002172,acc_321,2025-01-10,2025-01-10,-10.46,['EUR'],FEE,COMPLETED
txn_005674,acc_773,2025-01-10,2025-01-12,-93.58,['EUR'],FEE,SETTLED
txn_004911,acc_247,2025-01-10,2025-01-10,-53.24,['EUR'],REFUND,SETTLED
txn_006390,acc_756,2025-01-10,2025-01-11,252.24,['EUR'],CARD,COMPLETED
txn_009564,acc_506,2025-01-10,2025-01-10,-27.82,['EUR'],REFUND,COMPLETED
txn_004327,acc_371,2025-01-10,2025-01-11,-72.8,['EUR'],REFUND,SETTLED
txn_008616,acc_056,2025-01-10,2025-01-11,-30.16,['EUR'],TRANSFER,COMPLETED
txn_008894,acc_830,2025-01-10,2025-01-10,-29.35,['EUR'],FEE,SETTLED
txn_007334,acc_754,2025-01-10,2025-01-10,-47.6,['EUR'],WITHDRAWAL,SETTLED
txn_008803,acc_683,2025-01-10,2025-01-10,94.56,['EUR'],PAYMENT,COMPLETED
txn_000200,acc_471,2025-01-10,2025-01-10,-8758.99,['EUR'],WITHDRAWAL,COMPLETED
txn_006266,acc_280,2025-01-10,2025-01-11,885.69,['EUR'],PAYMENT,SETTLED
txn_003500,acc_469,2025-01-10,2025-01-13,-51.26,['EUR'],WITHDRAWAL,OK
txn_006921,acc_015,2025-01-10,2025-01-10,-65.07,['EUR'],WITHDRAWAL,COMPLETED
txn_006856,acc_720,2025-01-10,2025-01-10,-79.75,['EUR'],REFUND,COMPLETED
txn_006530,acc_293,2025-01-10,2025-01-10,8.67,['EUR'],CARD,COMPLETED
txn_003381,acc_944,2025-01-10,2025-01-10,99.78,['EUR'],DEPOSIT,CANCELLED
txn_009444,acc_319,2025-01-10,2025-01-11,-80.18,['EUR'],FEE,COMPLETED
